453	26403
316	63295
300	744160
318	62676
339	53804
292	65774
366	46898
294	66482
283	67888
336	56092
345	52036
301	65523
346	52005
399	36502
393	37978
400	36506
356	54934
290	75875
296	74774
317	67814
280	68984
371	49379
575	16165
640	11627
337	54914
454	26501
438	28738
312	64687
287	76046
291	65180
274	71457
359	53231
327	57475
349	52447
596	14878
623	13437
340	54041
303	65182
289	66212
369	45944
530	19537
387	39939
348	52614
577	14770
309	63609
580	14729
479	24885
299	73150
308	73337
330	57516
278	80145
304	65868
306	65606
450	26708
338	60839
1292	2310
362	52536
433	29531
737	8807
360	48334
313	62420
285	67038
250	88911
298	65494
553	16374
277	69881
325	58569
424	31310
505	19777
504	20265
331	56400
373	44813
484	22219
481	22949
381	41101
344	58627
391	39382
357	49282
361	47880
352	51293
513	19566
888	5471
602	14559
636	11778
322	60730
284	77685
375	43946
297	64740
307	64473
678	10137
436	29284
421	32179
579	14839
543	16820
1238	2442
632	12729
408	34643
276	69940
332	62871
571	15167
858	5766
383	44397
293	73888
329	63180
355	50171
796	6982
333	56277
368	50927
455	28762
324	60006
414	33163
563	17012
419	35735
341	59325
343	53142
286	67477
748	8179
465	24570
382	40842
311	70105
379	41550
420	32385
314	71579
549	16486
374	48805
320	68175
364	47479
429	30431
321	59897
305	73804
372	44589
456	26084
319	60549
443	30653
717	8836
347	57890
392	45673
388	39165
487	22136
813	6560
398	40543
302	75544
328	58379
417	32586
889	5404
363	47467
353	55725
1151	3052
615	12710
334	56088
461	27593
310	66113
686	10718
879	5464
604	13334
463	24913
1049	3881
1023	3829
410	37576
412	33640
315	62313
578	16062
611	13909
409	34407
434	32735
406	34545
403	35608
396	36917
268	75315
467	26898
595	13699
326	65257
295	64986
806	7264
534	17775
468	24244
377	48170
499	20771
501	20671
380	45712
365	51309
370	45048
669	10431
587	15231
638	12655
395	40881
582	14511
2035	744
510	19806
402	36028
592	14029
808	6709
1036	3755
473	25868
746	8388
358	48942
342	53074
335	61359
517	19106
613	12720
802	6833
462	25105
494	23210
367	46406
422	34759
397	36947
386	43757
1078	3404
350	57163
351	51564
561	15621
452	28848
1271	2318
590	15266
682	10076
978	4328
384	40488
853	6082
378	42956
515	20839
476	25366
486	21856
323	65320
376	44136
668	11033
354	50867
509	21226
518	20743
485	24262
394	37972
635	12700
477	22964
601	13342
508	20057
495	21106
525	18356
598	13623
573	15072
275	81959
460	25213
799	6962
426	30837
528	17970
425	34078
496	21352
910	5177
526	18091
447	26818
448	27037
279	68655
264	76841
1068	3441
1176	2791
654	11137
1563	1447
929	5133
631	12052
474	23648
512	21059
569	16659
610	13082
413	36733
537	17608
435	29411
466	24549
1066	3497
541	17264
1673	1223
1061	3598
418	32663
603	13375
389	42770
670	10295
270	73678
701	10144
630	12082
282	67882
681	10152
559	15941
437	31712
1672	1165
695	10264
446	30135
591	13913
648	11358
788	7527
1595	1440
442	28007
839	6471
269	85898
288	66858
445	27572
645	11505
415	32913
567	15591
1967	843
390	38760
472	23716
762	7766
1338	2069
490	21755
272	83354
482	24502
475	23365
871	5561
3159	260
805	6562
498	20640
538	17510
401	39476
572	16192
458	28181
667	10611
404	38756
627	12119
618	12657
752	8318
405	35217
532	17893
614	13613
736	8368
848	6209
673	10285
657	10914
385	39818
555	16089
551	17890
457	25834
1113	3169
809	7043
432	29793
529	18397
469	24120
428	33379
470	26424
617	13755
952	4456
1696	1124
1420	1807
574	15009
893	5470
1039	3732
407	38076
411	33775
273	71353
568	15552
772	7612
697	9547
444	27622
265	75844
423	31248
817	6725
1092	3327
502	20431
527	19891
441	27956
576	14895
1478	1681
991	4145
271	73116
612	12782
459	25613
735	8377
909	5059
1736	1072
427	30562
709	9183
431	32733
464	27135
644	12263
649	11232
665	11398
1193	2733
688	9798
1172	2789
2243	594
884	5612
826	6417
489	21698
1009	3969
931	4852
500	22493
664	10871
440	31002
556	16142
1567	1412
519	19018
859	5674
1756	1019
1554	1447
503	22101
226	120902
492	21597
1558	1444
685	9950
634	11960
2216	602
696	9621
747	7917
507	20115
770	8003
891	5252
449	29180
787	7124
690	9681
783	7265
1019	4117
662	11568
1026	3842
2918	293
1139	3088
639	11292
995	4284
1251	2346
886	5477
619	12667
1137	3016
1014	3995
1418	1764
1890	885
1755	1102
1012	3999
643	11528
548	17974
765	7612
1032	3776
483	22321
550	16788
703	9256
2070	768
535	17724
742	8149
491	23360
506	21782
628	12090
1661	1173
1239	2435
542	18548
838	6032
1119	3120
820	6547
606	13267
281	78551
699	9204
552	16485
843	6013
873	5607
583	14549
683	10496
533	19162
719	9273
629	12861
616	12681
584	15499
1190	2809
2736	399
743	8578
588	14346
656	11899
1383	1919
658	10932
816	6660
835	6213
1264	2264
599	14336
439	28381
1838	976
875	5904
1588	1351
1519	1487
829	6230
659	11673
1080	3372
1133	3168
1042	3628
791	7498
705	9218
416	36005
594	13772
1339	2114
1314	2186
514	19366
721	8732
480	22904
497	22853
511	19545
1135	3018
1024	3843
249	89462
605	14145
3190	253
633	11840
928	4747
3110	287
609	12900
1204	2677
876	5616
749	8430
9553	18
934	4794
547	16821
2281	601
471	23927
700	9484
844	6126
565	15605
935	4842
267	74392
540	17310
753	8026
2069	724
713	9445
1951	827
593	14812
671	11195
691	9890
1317	2125
624	12118
1772	1090
674	11256
637	11787
851	6242
902	5394
1670	1156
566	16897
523	18624
975	4351
1507	1512
626	13281
777	7425
815	6829
524	20202
2201	640
679	9913
430	29824
733	8450
554	17707
2637	418
822	6306
1237	2545
789	7105
1699	1141
800	7231
1350	1986
778	7412
544	16977
581	16001
1395	1787
956	4641
1196	2727
2102	760
1309	2237
1058	3628
969	4344
885	5432
755	8158
1434	1713
804	6765
785	7564
545	18612
1167	2864
451	26673
865	5796
1093	3296
493	21639
620	13557
562	15780
855	5886
1221	2530
1541	1499
3754	180
661	10840
2529	421
887	5631
954	4484
1846	940
597	13676
1008	3920
687	9937
882	5586
860	6020
725	9337
964	4438
647	12051
947	4931
864	5838
1146	2860
976	4321
585	14227
704	9914
1219	2578
4784	84
521	20439
1834	997
3141	269
546	16595
1013	4006
3065	279
1510	1546
3956	154
1203	2617
1723	1119
1051	3651
953	4775
1100	3325
1556	1466
1232	2502
1094	3450
977	4523
905	5440
570	15299
757	7860
982	4377
1493	1637
2300	536
2280	612
714	8973
907	5122
1399	1909
992	4273
810	6609
768	7548
1684	1221
589	14249
786	7196
536	19049
564	15721
2164	683
1044	3555
797	7157
1627	1258
1253	2427
1018	3916
712	8881
722	9318
1029	3801
1508	1618
1222	2510
531	18011
2111	702
1195	2671
731	9132
1295	2253
1332	2045
558	16274
1457	1593
1482	1628
1570	1404
711	9013
1341	1985
1165	2803
1065	3590
600	13417
1623	1277
1377	1897
716	9463
1074	3455
1188	2843
3533	182
622	12567
1101	3225
728	9189
724	8856
478	22895
1004	4091
710	9725
1269	2384
764	8157
807	6716
898	5259
2739	351
520	18692
3217	224
926	5055
916	4972
823	6489
779	7645
1233	2551
1732	1098
1143	2946
522	18768
932	4882
539	18795
1117	3125
1155	2833
675	10261
1489	1596
1788	999
1206	2653
758	8150
836	6532
960	4434
642	11371
1703	1173
940	4737
751	7982
852	5945
906	5170
955	4485
793	7123
1648	1268
792	7012
1107	3218
621	12505
942	4692
726	8693
1030	3806
1163	2929
488	24099
899	5488
794	7445
672	10231
1111	3153
653	12053
1069	3432
608	13983
694	9536
1072	3386
1978	814
1173	2749
693	9554
1077	3442
831	6232
939	4793
557	17428
1796	997
729	8794
756	7770
1392	1877
988	4286
908	5399
718	8880
957	4379
1633	1321
766	7643
867	5675
963	4379
1181	2742
827	6591
996	4168
919	4994
754	7950
1444	1763
923	5153
2657	408
1402	1893
896	5381
1477	1651
1124	3219
740	8598
708	9164
723	8740
1296	2259
655	10892
734	8871
684	9963
666	10429
1277	2416
13364	5
961	4498
866	5940
1413	1859
1665	1163
750	8102
2995	278
863	5901
650	12128
1530	1517
1375	1994
1357	1941
759	7720
1022	4045
689	10532
2126	675
10746	7
1057	3485
2063	749
680	10727
730	8391
915	4934
3770	146
1835	1015
715	9034
1265	2447
1079	3549
1110	3148
1767	1044
1404	1830
698	10160
1136	3146
1293	2214
1236	2465
1322	2078
1917	899
921	5006
862	5789
3420	204
2058	696
586	14182
707	9660
824	6863
3775	180
1472	1703
769	7512
1774	1045
2030	784
1105	3289
1060	3590
646	11341
924	4996
950	4841
966	4296
959	4789
1540	1480
1178	2831
1141	2911
516	19367
760	7778
1692	1186
920	5131
1968	839
818	6855
2237	593
1432	1823
857	6311
775	7472
1157	2974
868	5635
761	8255
660	10893
1730	1121
1535	1563
1128	3135
3131	220
795	7017
1354	1943
2130	639
930	4722
1184	2736
1199	2755
625	12253
1300	2196
841	6142
651	11109
1011	3946
1246	2432
849	6041
1663	1219
1109	3294
2233	649
1596	1369
945	4580
692	10266
1169	2843
2449	522
1127	3226
1218	2618
946	4820
1695	1201
798	6857
1114	3169
1147	2917
1836	998
10737	9
1138	3015
869	5951
1380	1941
780	7476
1628	1299
1168	2885
2672	378
1056	3683
1298	2220
948	4530
720	8833
1197	2730
2150	730
1799	1072
1620	1310
1129	3052
897	5244
861	5738
1170	2750
1071	3468
1406	1878
927	4868
1625	1296
821	6772
937	4821
1574	1381
2090	693
1299	2134
652	11257
641	12507
1122	3042
1931	844
1301	2239
925	4843
903	5090
1408	1895
1358	2080
2075	719
