sample_id	total_contig_len	average_contig_len	longest_contig_len	contig_N50_len	contig_N90_len
MSM79H89	118544221	195	25612	199	101
MSM79H54	192697172	190	25119	199	101
CSM9X22G	229323627	191	22483	199	101
HSM6XRVM	103568388	191	34639	198	101
HSM7J4IO	118585060	190	30292	198	101
MSM79H9Q	170699747	192	18854	198	101
MSM9VZOM	93445351	191	13062	198	101
MSM9VZLP	191250571	190	29488	198	101
PSM7J19R	215180672	189	17570	197	101
HSM7J4HU	53424109	189	17713	197	101
HSM7J4M4	120778687	188	13876	197	101
MSM9VZEK	93542544	191	22811	197	101
MSM79HBV	75031949	195	25675	197	101
CSM79HQB	183986844	191	18447	197	101
MSMA26ET	131113415	192	31278	197	101
ESM9IEP1	102272776	189	23163	196	101
CSM7KOOX	118406059	190	28498	196	101
MSM79H9A	206639451	189	31670	196	101
PSMA269G	133342371	188	25538	195	101
HSM7J4PE	108282047	191	22482	195	101
MSM6J2K2	199059301	187	27237	195	101
MSM79H58	221441433	189	21702	195	101
MSM9VZFH	234616526	189	23461	195	101
MSM79HFB	247121903	190	18115	195	101
HSM7CYY5	113523479	189	12887	194	101
HSM7J4HE	102577979	187	19020	194	101
HSM7J4HG	109528361	191	18133	194	101
CSM5MCYW	95086675	186	11454	194	101
MSM9VZOO	75533841	193	17190	194	101
PSM7J19F	64219537	188	36652	193	101
HSMA33KQ	107590844	192	64354	193	101
HSMA33J5	106797990	189	19149	193	101
HSM6XRR7	150005521	188	17717	193	101
MSM6J2JZ	214714943	187	40080	193	101
HSM67VEC	62383577	185	22087	192	101
ESM7F5C7	160040780	190	21667	192	101
HSM7J4KM	126855283	188	25724	192	101
HSMA33QO	95905572	186	19228	192	101
HSM6XRV2	91673660	191	19928	192	101
MSMA26AL	142679475	187	31481	192	101
MSMB4LZV	137515180	187	14110	192	101
CSM7KORO	91690045	185	30377	192	101
MSM9VZI6	125309686	187	15320	191	101
HSM6XRUZ	81110239	191	16902	190	101
MSM9VZNH	166410944	188	30313	190	101
HSMA33SG	152286697	185	16146	188	101
CSM79HHO	227249421	187	22070	188	101
CSM79HJS	95993626	186	17348	188	101
CSM79HN6	209608744	185	31152	188	101
MSM9VZOI	84163180	186	17086	188	101
MSMAPC64	206358574	184	36532	188	101
HSM7CYZF	67497718	187	13071	187	101
MSM79HBP	135376930	182	21094	187	101
CSM79HQ9	79286386	185	9538	187	101
MSM9VZGO	196295079	184	27884	187	101
MSM6J2K8	186098051	185	22772	187	101
PSM7J16W	129066787	182	24982	186	101
HSM7J4MC	201112005	185	22371	186	101
MSM9VZNL	194070015	185	36723	186	101
MSM6J2PW	134458347	184	16734	186	101
MSM9VZLT	194880562	184	17371	186	101
HSM5MD6I	128700978	183	29548	185	101
HSM7CZ1G	109366046	184	19445	185	101
ESM5MED2	166225024	182	17975	184	101
HSM7J4OT	68938174	184	23207	184	101
HSM7CZ16	73686401	189	11827	184	101
MSM5LLDE	76527869	181	27504	184	101
MSMAPC66	201949286	181	15670	184	101
HSMA33NO	98148537	184	46104	183	101
HSMA33NQ	111063082	182	19112	183	101
MSM5LLHC	149396010	182	24315	183	101
CSM7KOO5	106580668	184	19569	183	101
HSM67VI1	125237061	183	19351	182	101
PSM6XBU2	151434299	183	19525	182	101
HSM7J4PM	160937866	182	19190	182	101
MSM6J2LB	59604788	184	22429	182	101
MSM9VZGU	157001306	184	23411	182	101
MSM79H9C	196041549	183	25014	182	101
PSM7J171	86897440	180	22429	181	101
HSMA33RF	109809410	181	20489	181	101
MSM79H5A	187666701	182	26051	181	101
MSM9VZOU	53407131	188	38850	181	101
ESM5MEB7	156101501	181	22567	180	101
HSMA33SI	175923106	182	22391	180	101
HSM7J4PI	144747359	180	20764	180	101
CSM7KOOV	68134179	185	21215	180	101
MSM79HDO	90850442	182	17710	180	101
HSM67VID	96770140	181	28392	179	101
PSM7J19H	66494448	183	22333	179	101
PSM7J186	65763262	180	31851	179	101
HSMA33RR	38603690	183	16662	179	101
MSM79HF3	142001732	183	27850	179	101
ESM718T7	139894362	180	22754	178	101
ESM718V8	165136097	180	17728	178	101
HSM7CZ18	121152488	180	23135	178	101
MSM6J2PO	129035138	181	26215	178	101
HSM6XRSE	63889945	181	14663	177	101
ESM718TM	82883657	180	21304	177	101
ESM718T9	118031308	179	13870	177	101
HSM6XRS2	64940478	179	18803	177	101
MSMA2684	125410796	181	12265	177	101
MSM9VZLR	186220181	179	36332	177	101
HSM7J4QD	25741583	175	8468	176	101
HSM67VDZ	27219389	178	6242	176	101
HSM7J4KC	93924857	177	20455	176	101
PSM7J15O	69513403	182	32357	176	101
HSM6XRUR	76344839	178	16855	176	101
HSM7J4HS	51854197	180	14469	176	101
HSMA33O1	77475974	176	18310	176	101
HSM7J4K8	61353719	180	18294	176	101
MSM6J2KC	139528432	176	48926	176	101
MSM6J2KM	116745372	177	23906	176	101
MSM6J2RA	178181703	177	24668	176	101
MSM79HEW	112268759	180	19383	176	101
CSM67U9H	61566023	176	26483	176	101
MSM79HF9	164858177	177	32696	176	101
MSM9VZLV	241996872	179	30925	176	101
HSM7J4G1	141446172	179	31001	175	101
MSM9VZNH_TR	145979620	177	20004	175	101
PSM7J15U	66196716	176	9949	174	101
HSM6XRR5	109946294	176	18977	174	101
MSM6J2R8	140758492	176	25200	174	101
MSM79HDQ_TR	127534858	176	17375	174	101
CSM79HR8	46672549	184	25128	174	101
MSM79H6Y	152312456	176	22579	174	101
PSM7J184	59195218	175	16302	173	101
HSM7CZ1E	83498000	175	17700	173	101
HSMA33OR	41321488	179	14507	173	101
MSM9VZHF	131510605	178	22548	173	101
MSMA26AN	94072201	178	23420	172	101
PSMA265D	65087134	171	17074	171	101
PSM6XBQY_TR	113122095	172	18166	171	101
PSM7J16U	86955445	171	20587	171	101
HSM6XRTQ	64233779	175	35728	171	101
HSM7J4PC	103543860	170	13181	171	101
HSMA33JZ	29607652	172	21327	170	101
HSMA33MG	31096576	176	13086	170	101
HSM7J4K6	70879543	174	17726	170	101
MSM6J2RS	122149778	170	24112	170	101
MSM9VZGS	154317876	174	22228	170	101
MSMA26ER	106546028	172	20960	170	101
HSMA33RD	104075245	172	22040	169	101
HSM7J4JZ	33042957	172	11583	169	101
CSMAIG7X	64144330	173	16851	169	101
MSM79HF9_TR	160760403	170	17616	169	101
PSM7J1BL	23353622	168	17456	168	101
MSM6J2R2	107130178	171	16751	168	101
MSM6J2HH	39246470	173	32600	168	101
ESM718V4	118452585	172	16458	167	101
ESM7F5C5	103193411	171	15718	167	101
PSM6XBUI	49675859	166	17193	167	101
HSMA33OT	33394306	170	10025	167	101
HSMA33ME	43167698	168	21800	166	101
MSM6J2KE	115393115	169	23327	166	101
CSM67U9N	46383417	162	4488	166	101
HSMA33LB	40715719	169	26134	164	101
HSMA33MZ	41624847	162	13706	163	101
HSMA33IS	72015925	161	10801	162	101
HSMA33O3	42730054	164	13352	162	101
PSM7J17D	14411543	171	12125	161	101
MSM9VZEK_TR	65930444	166	15671	160	101
PSM7J17X	73304770	161	23904	159	101
ESM718TK	92964678	162	22980	158	101
HSMA33MI	17721956	156	4391	157	101
MSM6J2PU	70343029	161	21247	157	101
PSM7J4EF	39617048	157	9865	156	101
ESM718TF	122985891	159	17256	156	101
HSMA33MK	27987158	158	7987	155	101
MSMA26EP	12311563	150	12953	154	101
HSM5MD7M	26321224	153	7568	151	101
HSM5MD75	36628029	154	11701	151	101
PSM6XBQY	61398036	152	25858	150	101
HSMA33OP	26268688	148	4405	148	101
CSM7KOK3	36906293	148	9956	147	101
MSM79H6F	98313313	145	32477	147	101
CSM79HJQ	11020215	146	11943	146	101
CSM7KONU	32004816	143	20995	141	101
HSM7J4LP	3402252	142	1805	138	101
PSM7J17B	18307243	153	23975	132	101
PSM7J16H	4548174	136	901	132	101
MSMA26EH	17949465	135	4032	130	101
CSM79HPO	17211251	140	26671	125	101
PSM7J179	43355204	140	21756	119	101
MSM9VZLZ	4657220	124	4634	107	101
HSM7J4K4	13135984	128	5086	104	101
PSM7J177	1851767	117	793	102	101
PSMA266C	172116	108	179	101	101
HSM6XRS8	3683603	120	2896	101	101
HSM5MD7O	6528009	127	7393	101	101
PSM6XBSU_TR	67884	108	202	101	101
HSM7J4QJ	654136	111	849	101	100
HSM7J4LH	115582	111	569	101	100
HSMA33MX	3325992	123	5336	101	101
HSMA33IO	1726802	120	710	101	101
PSM7J1AW	180703	110	239	101	101
PSM7J1BH	19815	110	178	101	101
PSM7J129	81315	108	179	101	101
PSM6XBTD	136614	109	206	101	101
HSM7J4KA	8954680	123	2744	101	101
HSM7J4PK	5083569	118	1643	101	100
HSM6XRR9	52697	109	210	101	100
HSMA33N4	5025490	125	13787	101	101
CSM7KOOR	153050	110	222	101	101
MSM5LLDU	3835369	116	5513	101	101
CSM79HPU	1769515	114	1229	101	101
MSM6J2HB	91878	110	273	101	100
